Order ID,Revenue,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year
B-25744,"$8,438","$3,427",12,Office Supplies,Binders,Credit Card,1/14/2022,Sherry Tran,New York,Buffalo,2022-01,2022
B-25744,"$1,689",$109,9,Electronics,Electronic Games,UPI,1/14/2022,Sherry Tran,New York,Buffalo,2022-01,2022
B-25744,"$3,936","$1,626",14,Office Supplies,Paper,COD,1/14/2022,Sherry Tran,New York,Buffalo,2022-01,2022
B-26805,"$7,664","$1,753",19,Electronics,Phones,Debit Card,6/15/2023,Heather Gray,Ohio,Cincinnati,2023-06,2023
B-25620,$721,$258,13,Electronics,Laptops,Debit Card,10/18/2023,Benjamin Meadows,Illinois,Peoria,2023-10,2023
B-25620,$721,$258,13,Electronics,Laptops,Debit Card,6/13/2022,Micheal Graham,New York,Buffalo,2022-06,2022
B-25620,"$8,364","$3,055",17,Electronics,Laptops,Credit Card,10/18/2023,Benjamin Meadows,Illinois,Peoria,2023-10,2023
B-25620,"$8,364","$3,055",17,Electronics,Laptops,Credit Card,6/13/2022,Micheal Graham,New York,Buffalo,2022-06,2022
B-25620,"$5,234","$2,021",15,Furniture,Bookcases,EMI,10/18/2023,Benjamin Meadows,Illinois,Peoria,2023-10,2023
B-25620,"$5,234","$2,021",15,Furniture,Bookcases,EMI,6/13/2022,Micheal Graham,New York,Buffalo,2022-06,2022
B-25325,"$3,944","$1,559",18,Electronics,Phones,Credit Card,6/12/2024,Jean Jackson,California,San Francisco,2024-06,2024
B-25325,"$6,711","$1,045",12,Office Supplies,Pens,Credit Card,6/12/2024,Jean Jackson,California,San Francisco,2024-06,2024
B-25325,"$5,031",$714,4,Furniture,Tables,Credit Card,6/12/2024,Jean Jackson,California,San Francisco,2024-06,2024
B-25325,"$6,295","$2,469",14,Office Supplies,Binders,EMI,6/12/2024,Jean Jackson,California,San Francisco,2024-06,2024
B-25131,"$9,654","$4,111",1,Office Supplies,Paper,UPI,6/27/2022,Timothy Murphy,California,San Francisco,2022-06,2022
B-25131,"$3,112","$1,065",20,Office Supplies,Binders,COD,6/27/2022,Timothy Murphy,California,San Francisco,2022-06,2022
B-26654,"$7,838","$1,142",13,Electronics,Phones,UPI,2/18/2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02,2021
B-26654,"$9,300","$3,146",6,Electronics,Phones,Credit Card,2/18/2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02,2021
B-26654,"$1,733",$133,17,Office Supplies,Paper,Debit Card,2/18/2021,Mrs. Jennifer Lewis,California,San Francisco,2021-02,2021
B-26195,$874,$235,15,Office Supplies,Binders,Debit Card,5/29/2023,Bryan Brown,New York,Rochester,2023-05,2023
B-26195,$874,$235,15,Office Supplies,Binders,Debit Card,6/4/2021,Christopher Johnson,Florida,Miami,2021-06,2021
B-25842,"$1,248",$584,13,Office Supplies,Pens,EMI,1/22/2024,Christina Conner,Ohio,Columbus,2024-01,2024
B-25842,"$1,248",$584,13,Office Supplies,Pens,EMI,12/27/2022,Luis Luna,California,San Francisco,2022-12,2022
B-25842,"$3,669",$154,14,Office Supplies,Markers,EMI,1/22/2024,Christina Conner,Ohio,Columbus,2024-01,2024
B-25842,"$3,669",$154,14,Office Supplies,Markers,EMI,12/27/2022,Luis Luna,California,San Francisco,2022-12,2022
B-25842,$514,$109,15,Office Supplies,Paper,Debit Card,1/22/2024,Christina Conner,Ohio,Columbus,2024-01,2024
B-25842,$514,$109,15,Office Supplies,Paper,Debit Card,12/27/2022,Luis Luna,California,San Francisco,2022-12,2022
B-25851,"$3,273",$85,16,Electronics,Phones,UPI,3/30/2024,Julie Chavez,Ohio,Cincinnati,2024-03,2024
B-25427,"$5,035","$2,008",2,Furniture,Chairs,COD,4/4/2020,Richard Blair,Florida,Miami,2020-04,2020
B-25427,"$7,702",$60,19,Electronics,Printers,UPI,4/4/2020,Richard Blair,Florida,Miami,2020-04,2020
B-25427,"$9,884","$4,446",7,Electronics,Printers,EMI,4/4/2020,Richard Blair,Florida,Miami,2020-04,2020
B-26224,"$5,564",$175,11,Electronics,Laptops,COD,1/22/2023,Mitchell Lester,Illinois,Chicago,2023-01,2023
B-26224,"$5,564",$175,11,Electronics,Laptops,COD,4/12/2022,Mr. John Tyler PhD,Texas,Houston,2022-04,2022
B-26224,"$5,564",$175,11,Electronics,Laptops,COD,12/13/2023,Juan Kelly,Florida,Miami,2023-12,2023
B-26224,"$3,953","$1,776",15,Electronics,Electronic Games,UPI,1/22/2023,Mitchell Lester,Illinois,Chicago,2023-01,2023
B-26224,"$3,953","$1,776",15,Electronics,Electronic Games,UPI,4/12/2022,Mr. John Tyler PhD,Texas,Houston,2022-04,2022
B-26224,"$3,953","$1,776",15,Electronics,Electronic Games,UPI,12/13/2023,Juan Kelly,Florida,Miami,2023-12,2023
B-26896,"$6,488","$1,591",18,Electronics,Printers,EMI,5/24/2023,Morgan Mccarthy,Texas,Dallas,2023-05,2023
B-26896,"$6,488","$1,591",18,Electronics,Printers,EMI,11/29/2020,Morgan Sullivan,Texas,Houston,2020-11,2020
B-26469,"$7,856","$3,699",17,Electronics,Electronic Games,UPI,3/24/2021,Eric Clark,Florida,Orlando,2021-03,2021
B-26469,"$1,165",$51,3,Office Supplies,Pens,EMI,3/24/2021,Eric Clark,Florida,Orlando,2021-03,2021
B-26219,"$9,386","$2,555",20,Office Supplies,Markers,Credit Card,8/19/2020,Mark Padilla,California,San Diego,2020-08,2020
B-26219,"$9,386","$2,555",20,Office Supplies,Markers,Credit Card,10/20/2022,Anthony Lane,Ohio,Cleveland,2022-10,2022
B-26119,"$3,956",$142,12,Office Supplies,Pens,Debit Card,9/20/2023,Jeffrey Henderson,Florida,Tampa,2023-09,2023
B-26119,"$3,956",$142,12,Office Supplies,Pens,Debit Card,12/26/2024,Michelle Hardy,Texas,Dallas,2024-12,2024
B-26119,"$6,449","$2,628",11,Furniture,Bookcases,EMI,9/20/2023,Jeffrey Henderson,Florida,Tampa,2023-09,2023
B-26119,"$6,449","$2,628",11,Furniture,Bookcases,EMI,12/26/2024,Michelle Hardy,Texas,Dallas,2024-12,2024
B-26988,"$6,255",$437,18,Office Supplies,Markers,COD,12/3/2021,Ms. Barbara Cervantes,New York,Rochester,2021-12,2021
B-26988,"$2,109",$681,20,Electronics,Electronic Games,UPI,12/3/2021,Ms. Barbara Cervantes,New York,Rochester,2021-12,2021
B-25596,"$6,707","$1,041",20,Electronics,Phones,Credit Card,9/14/2021,Steven Proctor,Texas,Austin,2021-09,2021
B-26845,"$7,633",$184,13,Office Supplies,Pens,COD,9/30/2021,Shannon Patterson,Illinois,Springfield,2021-09,2021
B-25099,$975,$224,18,Office Supplies,Pens,COD,12/22/2021,William Valdez,California,San Diego,2021-12,2021
B-25099,"$4,492","$1,450",7,Furniture,Tables,EMI,12/22/2021,William Valdez,California,San Diego,2021-12,2021
B-25099,"$7,957","$2,834",12,Furniture,Chairs,UPI,12/22/2021,William Valdez,California,San Diego,2021-12,2021
B-26153,"$4,906",$975,7,Furniture,Tables,Debit Card,5/18/2022,Laura Yu,Texas,Houston,2022-05,2022
B-25060,"$1,379",$250,3,Office Supplies,Pens,Credit Card,10/8/2020,Jonathan Mcmillan,New York,Buffalo,2020-10,2020
B-25060,"$4,244",$340,10,Electronics,Laptops,Debit Card,10/8/2020,Jonathan Mcmillan,New York,Buffalo,2020-10,2020
B-26572,"$5,911","$2,333",14,Furniture,Bookcases,EMI,8/20/2022,Austin Davis,California,San Diego,2022-08,2022
B-26572,"$5,911","$2,333",14,Furniture,Bookcases,EMI,11/25/2024,Mark Roy,California,San Francisco,2024-11,2024
B-26572,"$1,818",$738,11,Office Supplies,Markers,EMI,8/20/2022,Austin Davis,California,San Diego,2022-08,2022
B-26572,"$1,818",$738,11,Office Supplies,Markers,EMI,11/25/2024,Mark Roy,California,San Francisco,2024-11,2024
B-25919,"$2,140",$970,4,Office Supplies,Paper,Credit Card,9/30/2020,Jillian Williams,California,San Diego,2020-09,2020
B-25919,"$2,140",$970,4,Office Supplies,Paper,Credit Card,2/20/2025,Rebekah Carter,Florida,Orlando,2025-02,2025
B-25919,"$2,140",$970,4,Office Supplies,Paper,Credit Card,3/20/2022,Jonathan Reed,California,San Francisco,2022-03,2022
B-25919,"$2,670","$1,026",1,Electronics,Laptops,Debit Card,9/30/2020,Jillian Williams,California,San Diego,2020-09,2020
B-25919,"$2,670","$1,026",1,Electronics,Laptops,Debit Card,2/20/2025,Rebekah Carter,Florida,Orlando,2025-02,2025
B-25919,"$2,670","$1,026",1,Electronics,Laptops,Debit Card,3/20/2022,Jonathan Reed,California,San Francisco,2022-03,2022
B-26978,"$1,108",$167,18,Electronics,Laptops,Debit Card,3/7/2025,Roger Harris,Illinois,Springfield,2025-03,2025
B-26978,"$9,776","$3,750",9,Office Supplies,Binders,UPI,3/7/2025,Roger Harris,Illinois,Springfield,2025-03,2025
B-26978,$535,$72,6,Furniture,Bookcases,COD,3/7/2025,Roger Harris,Illinois,Springfield,2025-03,2025
B-26554,"$7,564","$3,463",5,Office Supplies,Paper,Credit Card,6/16/2024,Louis Jimenez,Florida,Tampa,2024-06,2024
B-26554,"$7,564","$3,463",5,Office Supplies,Paper,Credit Card,11/21/2020,Jessica Jones,Illinois,Peoria,2020-11,2020
B-26554,"$7,564","$3,463",5,Office Supplies,Paper,Credit Card,10/1/2024,Renee Gomez,Florida,Miami,2024-10,2024
B-26554,"$7,564","$3,463",5,Office Supplies,Paper,Credit Card,7/1/2024,Connie Olson,Texas,Houston,2024-07,2024
B-26554,"$3,409","$1,605",20,Electronics,Electronic Games,UPI,6/16/2024,Louis Jimenez,Florida,Tampa,2024-06,2024
B-26554,"$3,409","$1,605",20,Electronics,Electronic Games,UPI,11/21/2020,Jessica Jones,Illinois,Peoria,2020-11,2020
B-26554,"$3,409","$1,605",20,Electronics,Electronic Games,UPI,10/1/2024,Renee Gomez,Florida,Miami,2024-10,2024
B-26554,"$3,409","$1,605",20,Electronics,Electronic Games,UPI,7/1/2024,Connie Olson,Texas,Houston,2024-07,2024
B-26883,"$9,751","$2,459",13,Office Supplies,Pens,COD,11/23/2020,Christian Jones,New York,Buffalo,2020-11,2020
B-25423,"$6,385","$2,656",11,Electronics,Printers,Credit Card,3/18/2023,Matthew Kelley,Florida,Orlando,2023-03,2023
B-25423,"$6,385","$2,656",11,Electronics,Printers,Credit Card,10/19/2022,Candace Martinez,Florida,Tampa,2022-10,2022
B-26324,"$6,355","$1,335",15,Electronics,Electronic Games,Debit Card,8/31/2023,Jacob Mann,Texas,Austin,2023-08,2023
B-26324,"$6,355","$1,335",15,Electronics,Electronic Games,Debit Card,6/6/2021,Keith Reese,Texas,Austin,2021-06,2021
B-26945,"$7,377",$320,15,Electronics,Printers,Debit Card,12/21/2022,Aaron Jones,Texas,Austin,2022-12,2022
B-26945,"$2,054",$371,12,Office Supplies,Markers,EMI,12/21/2022,Aaron Jones,Texas,Austin,2022-12,2022
B-26405,"$7,497",$319,18,Furniture,Chairs,COD,2/12/2024,Christopher Brooks,Illinois,Peoria,2024-02,2024
B-26046,"$2,565",$983,20,Electronics,Electronic Games,Debit Card,12/5/2022,Charles Moore,Florida,Miami,2022-12,2022
B-26046,"$5,024","$1,544",19,Office Supplies,Pens,COD,12/5/2022,Charles Moore,Florida,Miami,2022-12,2022
B-25746,"$8,243","$1,346",15,Office Supplies,Binders,Debit Card,4/4/2021,Manuel Walls,Texas,Houston,2021-04,2021
B-25232,"$7,792","$1,403",13,Office Supplies,Paper,UPI,2/12/2021,Darren Moore,Illinois,Peoria,2021-02,2021
B-25232,"$7,792","$1,403",13,Office Supplies,Paper,UPI,12/27/2022,Stephanie Thomas,New York,Rochester,2022-12,2022
B-25232,"$7,792","$1,403",13,Office Supplies,Paper,UPI,1/19/2024,Kristy Hernandez,California,San Diego,2024-01,2024
B-25232,"$2,346",$388,14,Furniture,Chairs,Debit Card,2/12/2021,Darren Moore,Illinois,Peoria,2021-02,2021
B-25232,"$2,346",$388,14,Furniture,Chairs,Debit Card,12/27/2022,Stephanie Thomas,New York,Rochester,2022-12,2022
B-25232,"$2,346",$388,14,Furniture,Chairs,Debit Card,1/19/2024,Kristy Hernandez,California,San Diego,2024-01,2024
B-25591,"$7,346","$1,043",10,Furniture,Sofas,Credit Card,12/25/2022,Randy Johnson,Ohio,Columbus,2022-12,2022
B-25591,"$9,770","$4,132",7,Electronics,Electronic Games,UPI,12/25/2022,Randy Johnson,Ohio,Columbus,2022-12,2022
B-25591,"$7,179",$683,13,Electronics,Laptops,Credit Card,12/25/2022,Randy Johnson,Ohio,Columbus,2022-12,2022
B-26325,"$5,449","$2,389",2,Electronics,Phones,UPI,10/6/2022,James Benitez,Florida,Miami,2022-10,2022
B-25251,"$2,895",$104,6,Furniture,Chairs,COD,4/27/2020,Donald York,New York,Buffalo,2020-04,2020
B-25251,"$2,895",$104,6,Furniture,Chairs,COD,5/13/2024,Tiffany Parker,Texas,Houston,2024-05,2024
B-25251,$697,$116,1,Furniture,Chairs,UPI,4/27/2020,Donald York,New York,Buffalo,2020-04,2020
B-25251,$697,$116,1,Furniture,Chairs,UPI,5/13/2024,Tiffany Parker,Texas,Houston,2024-05,2024
B-25464,"$6,145","$1,414",4,Furniture,Chairs,COD,10/23/2020,Melissa Mcknight,California,Los Angeles,2020-10,2020
B-25464,"$2,504",$440,18,Electronics,Printers,UPI,10/23/2020,Melissa Mcknight,California,Los Angeles,2020-10,2020
B-25464,"$3,124",$138,16,Electronics,Phones,Debit Card,10/23/2020,Melissa Mcknight,California,Los Angeles,2020-10,2020
B-26678,"$6,934","$1,226",1,Electronics,Electronic Games,Debit Card,6/11/2021,Mr. Jack Mercado,Ohio,Cincinnati,2021-06,2021
B-26678,"$6,934","$1,226",1,Electronics,Electronic Games,Debit Card,9/8/2021,Christian Jones,New York,Rochester,2021-09,2021
B-25962,"$4,202","$1,171",3,Office Supplies,Markers,COD,11/23/2022,Rachel Fisher,Illinois,Peoria,2022-11,2022
B-25962,"$4,202","$1,171",3,Office Supplies,Markers,COD,10/31/2022,Donald Moore,New York,Rochester,2022-10,2022
B-25962,"$4,202","$1,171",3,Office Supplies,Markers,COD,11/6/2023,William Wu,Florida,Tampa,2023-11,2023
B-25962,"$4,202","$1,171",3,Office Supplies,Markers,COD,11/12/2023,Jesus Zuniga,Texas,Houston,2023-11,2023
B-26586,"$2,239",$828,1,Electronics,Printers,UPI,6/26/2023,Michael Gallegos,California,Los Angeles,2023-06,2023
B-26586,"$2,239",$828,1,Electronics,Printers,UPI,9/30/2023,Robert Daniels,Illinois,Chicago,2023-09,2023
B-26586,"$2,450","$1,002",4,Electronics,Phones,Debit Card,6/26/2023,Michael Gallegos,California,Los Angeles,2023-06,2023
B-26586,"$2,450","$1,002",4,Electronics,Phones,Debit Card,9/30/2023,Robert Daniels,Illinois,Chicago,2023-09,2023
B-26841,"$9,827","$4,208",13,Furniture,Chairs,Debit Card,9/12/2020,Jill Jones,New York,New York City,2020-09,2020
B-26841,"$8,077",$240,15,Furniture,Sofas,Credit Card,9/12/2020,Jill Jones,New York,New York City,2020-09,2020
B-26284,"$5,152","$2,045",14,Electronics,Phones,UPI,11/27/2020,Elizabeth Miller,Illinois,Springfield,2020-11,2020
B-26284,"$5,152","$2,045",14,Electronics,Phones,UPI,8/25/2022,Sabrina Clark,California,Los Angeles,2022-08,2022
B-26284,"$5,152","$2,045",14,Electronics,Phones,UPI,8/23/2023,Larry Casey,Illinois,Chicago,2023-08,2023
B-26284,"$5,152","$2,045",14,Electronics,Phones,UPI,10/11/2023,Daniel Burns,New York,Rochester,2023-10,2023
B-26478,"$2,542",$190,1,Office Supplies,Markers,Credit Card,4/21/2022,James Tanner,Texas,Houston,2022-04,2022
B-26679,"$8,102","$1,800",5,Office Supplies,Markers,UPI,9/14/2023,Leonard Gonzalez,California,San Francisco,2023-09,2023
B-26679,"$8,102","$1,800",5,Office Supplies,Markers,UPI,4/29/2020,Richard Lee,New York,Buffalo,2020-04,2020
B-26679,"$8,102","$1,800",5,Office Supplies,Markers,UPI,12/15/2020,Matthew Schroeder,Ohio,Cleveland,2020-12,2020
B-26679,"$3,234","$1,274",10,Furniture,Tables,EMI,9/14/2023,Leonard Gonzalez,California,San Francisco,2023-09,2023
B-26679,"$3,234","$1,274",10,Furniture,Tables,EMI,4/29/2020,Richard Lee,New York,Buffalo,2020-04,2020
B-26679,"$3,234","$1,274",10,Furniture,Tables,EMI,12/15/2020,Matthew Schroeder,Ohio,Cleveland,2020-12,2020
B-26397,"$6,200","$2,321",18,Furniture,Tables,Credit Card,7/11/2024,Marcus Flores,California,Los Angeles,2024-07,2024
B-26397,"$6,200","$2,321",18,Furniture,Tables,Credit Card,9/21/2024,Tonya Long,Florida,Miami,2024-09,2024
B-25957,"$4,470",$413,13,Electronics,Laptops,UPI,2/2/2025,Michael Chambers,California,Los Angeles,2025-02,2025
B-26916,$916,$362,7,Office Supplies,Pens,UPI,10/21/2022,Kaylee Glover,Illinois,Springfield,2022-10,2022
B-26916,$916,$362,7,Office Supplies,Pens,UPI,10/21/2020,Pamela Patterson,California,San Francisco,2020-10,2020
B-26916,"$1,165",$302,20,Furniture,Sofas,UPI,10/21/2022,Kaylee Glover,Illinois,Springfield,2022-10,2022
B-26916,"$1,165",$302,20,Furniture,Sofas,UPI,10/21/2020,Pamela Patterson,California,San Francisco,2020-10,2020
B-26916,"$7,846",$677,12,Furniture,Chairs,UPI,10/21/2022,Kaylee Glover,Illinois,Springfield,2022-10,2022
B-26916,"$7,846",$677,12,Furniture,Chairs,UPI,10/21/2020,Pamela Patterson,California,San Francisco,2020-10,2020
B-25925,"$3,022",$384,1,Office Supplies,Pens,Credit Card,1/11/2022,Ronald Mckinney,Texas,Austin,2022-01,2022
B-25925,"$3,022",$384,1,Office Supplies,Pens,Credit Card,2/17/2021,James Hart,Illinois,Chicago,2021-02,2021
B-25925,"$5,266","$1,111",13,Electronics,Electronic Games,Debit Card,1/11/2022,Ronald Mckinney,Texas,Austin,2022-01,2022
B-25925,"$5,266","$1,111",13,Electronics,Electronic Games,Debit Card,2/17/2021,James Hart,Illinois,Chicago,2021-02,2021
B-25602,"$4,853","$1,764",9,Office Supplies,Pens,Debit Card,11/6/2021,Rhonda Harris,Florida,Orlando,2021-11,2021
B-25602,"$4,853","$1,764",9,Office Supplies,Pens,Debit Card,8/30/2022,Randy Fisher,Texas,Houston,2022-08,2022
B-26592,"$9,832","$1,270",1,Office Supplies,Pens,COD,10/7/2022,James Hernandez,California,San Francisco,2022-10,2022
B-26592,$796,$153,15,Office Supplies,Pens,Credit Card,10/7/2022,James Hernandez,California,San Francisco,2022-10,2022
B-26251,$883,$127,7,Furniture,Chairs,COD,6/4/2023,Brenda Murphy,California,San Francisco,2023-06,2023
B-26251,"$4,539","$1,155",8,Furniture,Bookcases,Debit Card,6/4/2023,Brenda Murphy,California,San Francisco,2023-06,2023
B-26251,"$9,659","$2,226",16,Office Supplies,Binders,Debit Card,6/4/2023,Brenda Murphy,California,San Francisco,2023-06,2023
B-25979,"$9,562",$325,2,Electronics,Printers,Debit Card,5/13/2022,Andrew Kirby,California,San Diego,2022-05,2022
B-25437,"$4,688","$1,841",3,Electronics,Laptops,Credit Card,1/23/2023,Justin Thomas,California,San Francisco,2023-01,2023
B-25437,"$4,688","$1,841",3,Electronics,Laptops,Credit Card,7/25/2021,Jillian Johnson MD,California,San Diego,2021-07,2021
B-26986,"$7,900",$482,4,Electronics,Phones,COD,3/8/2025,William Martin,Ohio,Columbus,2025-03,2025
B-25990,"$6,967","$3,257",17,Furniture,Bookcases,COD,12/25/2022,Mark Dixon,Ohio,Cincinnati,2022-12,2022
B-25990,"$1,091",$277,6,Office Supplies,Paper,COD,12/25/2022,Mark Dixon,Ohio,Cincinnati,2022-12,2022
B-25990,"$6,027","$1,530",2,Office Supplies,Binders,Credit Card,12/25/2022,Mark Dixon,Ohio,Cincinnati,2022-12,2022
B-25222,"$4,852",$218,2,Furniture,Tables,EMI,4/24/2024,Alicia Allen,Texas,Dallas,2024-04,2024
B-25222,"$4,852",$218,2,Furniture,Tables,EMI,12/24/2021,Cynthia Meyer,Florida,Tampa,2021-12,2021
B-25222,"$4,852",$218,2,Furniture,Tables,EMI,9/7/2023,Brandon Norton,Illinois,Springfield,2023-09,2023
B-26402,"$4,314","$1,453",6,Furniture,Sofas,COD,8/10/2021,Christina Scott,Florida,Tampa,2021-08,2021
B-26792,"$3,288","$1,477",3,Office Supplies,Pens,EMI,5/26/2024,Andrew Macias,Texas,Austin,2024-05,2024
B-26792,"$3,288","$1,477",3,Office Supplies,Pens,EMI,2/19/2022,Alejandro Williams,Illinois,Springfield,2022-02,2022
B-25154,"$3,977",$813,5,Office Supplies,Binders,Credit Card,12/9/2024,Mark Rodriguez,New York,New York City,2024-12,2024
B-26114,"$6,252","$1,377",2,Electronics,Printers,EMI,6/1/2023,Sarah Montgomery,Illinois,Chicago,2023-06,2023
B-26485,"$9,084","$3,253",12,Office Supplies,Pens,Debit Card,11/5/2023,Marisa Prince,New York,Buffalo,2023-11,2023
B-26191,"$8,994","$1,481",15,Electronics,Phones,Credit Card,6/21/2020,James Bonilla,California,San Diego,2020-06,2020
B-26754,"$1,089",$176,16,Office Supplies,Markers,EMI,10/26/2020,Robin Myers,Texas,Dallas,2020-10,2020
B-25953,"$6,690","$1,001",19,Office Supplies,Binders,UPI,6/6/2022,Nancy Sanchez,Illinois,Springfield,2022-06,2022
B-25953,"$6,690","$1,001",19,Office Supplies,Binders,UPI,11/13/2021,Sydney Walls,Illinois,Chicago,2021-11,2021
B-25953,"$4,985","$1,920",10,Furniture,Bookcases,Credit Card,6/6/2022,Nancy Sanchez,Illinois,Springfield,2022-06,2022
B-25953,"$4,985","$1,920",10,Furniture,Bookcases,Credit Card,11/13/2021,Sydney Walls,Illinois,Chicago,2021-11,2021
B-26516,"$8,590","$3,565",15,Electronics,Electronic Games,EMI,11/11/2021,Deborah Hoffman,Florida,Miami,2021-11,2021
B-26516,"$6,973","$3,038",10,Furniture,Tables,COD,11/11/2021,Deborah Hoffman,Florida,Miami,2021-11,2021
B-26843,"$4,591","$1,941",19,Electronics,Printers,EMI,7/31/2021,Megan Williams,Texas,Dallas,2021-07,2021
B-26843,"$9,612","$2,572",17,Office Supplies,Pens,Credit Card,7/31/2021,Megan Williams,Texas,Dallas,2021-07,2021
B-26167,"$5,343",$655,1,Furniture,Chairs,EMI,4/13/2024,Shane Clark,California,San Diego,2024-04,2024
B-26972,"$6,956",$318,20,Office Supplies,Markers,Debit Card,4/19/2022,Steven Haynes,Illinois,Springfield,2022-04,2022
B-25673,"$5,306","$2,405",17,Furniture,Tables,EMI,3/23/2024,Kimberly Fuller,New York,Buffalo,2024-03,2024
B-26587,"$8,982",$448,17,Furniture,Sofas,UPI,5/7/2021,Angela Lyons,New York,New York City,2021-05,2021
B-26587,"$4,826",$562,5,Office Supplies,Paper,Debit Card,5/7/2021,Angela Lyons,New York,New York City,2021-05,2021
B-26668,$972,$106,15,Office Supplies,Pens,EMI,5/6/2022,Betty Tucker,Ohio,Cincinnati,2022-05,2022
B-26906,"$3,665",$802,4,Office Supplies,Markers,Credit Card,8/9/2021,Brianna Hunt,Florida,Miami,2021-08,2021
B-26906,"$3,665",$802,4,Office Supplies,Markers,Credit Card,2/9/2025,Cathy Clark,Florida,Tampa,2025-02,2025
B-25226,"$9,808","$2,117",2,Office Supplies,Pens,UPI,4/23/2024,Nicole Warren,California,Los Angeles,2024-04,2024
B-25166,"$1,133",$73,17,Furniture,Chairs,UPI,2/23/2023,Richard Castaneda,Ohio,Cleveland,2023-02,2023
B-25166,"$1,133",$73,17,Furniture,Chairs,UPI,6/6/2024,Sarah Torres,California,San Diego,2024-06,2024
B-25166,"$6,248","$1,168",19,Furniture,Bookcases,COD,2/23/2023,Richard Castaneda,Ohio,Cleveland,2023-02,2023
B-25166,"$6,248","$1,168",19,Furniture,Bookcases,COD,6/6/2024,Sarah Torres,California,San Diego,2024-06,2024
B-25454,"$5,666","$2,733",17,Electronics,Electronic Games,Credit Card,1/27/2025,Vanessa Deleon,Florida,Tampa,2025-01,2025
B-26215,"$4,171","$1,450",18,Office Supplies,Markers,COD,4/7/2023,Richard Lyons,Texas,Dallas,2023-04,2023
B-25777,"$6,236","$2,839",7,Electronics,Printers,Credit Card,1/20/2022,Eric Adams,Illinois,Springfield,2022-01,2022
B-25777,"$6,236","$2,839",7,Electronics,Printers,Credit Card,5/10/2022,Chad Brown,Florida,Orlando,2022-05,2022
B-25383,"$5,410","$2,456",8,Furniture,Chairs,Credit Card,5/29/2024,Kayla Becker,California,Los Angeles,2024-05,2024
B-25383,"$5,410","$2,456",8,Furniture,Chairs,Credit Card,1/4/2022,Ashley Freeman,Florida,Tampa,2022-01,2022
B-26409,"$3,024","$1,353",1,Furniture,Sofas,Credit Card,5/2/2024,Scott Harris,California,Los Angeles,2024-05,2024
B-26409,"$3,024","$1,353",1,Furniture,Sofas,Credit Card,12/28/2021,John James,Ohio,Columbus,2021-12,2021
B-26684,"$7,434","$2,851",5,Office Supplies,Markers,UPI,12/12/2022,Jesse Bond,Illinois,Springfield,2022-12,2022
B-26726,"$7,213",$508,19,Electronics,Electronic Games,Debit Card,8/17/2023,Brandon Hughes,Texas,Dallas,2023-08,2023
B-26726,"$7,213",$508,19,Electronics,Electronic Games,Debit Card,11/29/2021,Lynn Reynolds,Ohio,Cincinnati,2021-11,2021
B-26726,"$3,176",$586,9,Furniture,Tables,EMI,8/17/2023,Brandon Hughes,Texas,Dallas,2023-08,2023
B-26726,"$3,176",$586,9,Furniture,Tables,EMI,11/29/2021,Lynn Reynolds,Ohio,Cincinnati,2021-11,2021
B-26136,"$9,144","$2,220",18,Office Supplies,Binders,Credit Card,6/13/2021,Ronald Good,Florida,Miami,2021-06,2021
B-26098,"$4,146",$865,19,Furniture,Tables,EMI,7/4/2022,Kyle Baker,Texas,Houston,2022-07,2022
B-26098,"$3,793",$875,7,Furniture,Tables,EMI,7/4/2022,Kyle Baker,Texas,Houston,2022-07,2022
B-25430,"$7,169","$2,385",11,Furniture,Sofas,COD,6/27/2021,Michael Rivera,California,Los Angeles,2021-06,2021
B-25430,"$4,046",$417,18,Furniture,Chairs,Credit Card,6/27/2021,Michael Rivera,California,Los Angeles,2021-06,2021
B-25266,"$4,164",$905,11,Electronics,Phones,COD,12/4/2023,Lori Adkins,California,San Diego,2023-12,2023
B-25266,"$5,389","$2,196",5,Furniture,Tables,UPI,12/4/2023,Lori Adkins,California,San Diego,2023-12,2023
B-25283,"$5,448","$2,204",5,Furniture,Sofas,COD,8/9/2022,Luis Warner,New York,New York City,2022-08,2022
B-25227,"$4,115","$1,285",1,Furniture,Sofas,UPI,4/8/2020,Donald Perry,Florida,Orlando,2020-04,2020
B-25227,"$4,761","$2,231",12,Furniture,Tables,UPI,4/8/2020,Donald Perry,Florida,Orlando,2020-04,2020
B-25669,"$5,899","$2,264",6,Office Supplies,Binders,EMI,10/20/2023,Adam Stevens,New York,Buffalo,2023-10,2023
B-25064,"$6,109","$3,040",9,Furniture,Chairs,EMI,2/10/2022,Kimberly Johnson,New York,Buffalo,2022-02,2022
B-25064,"$6,109","$3,040",9,Furniture,Chairs,EMI,10/5/2023,Kelly Jones,New York,Rochester,2023-10,2023
B-25064,"$4,628","$1,491",17,Electronics,Electronic Games,UPI,2/10/2022,Kimberly Johnson,New York,Buffalo,2022-02,2022
B-25064,"$4,628","$1,491",17,Electronics,Electronic Games,UPI,10/5/2023,Kelly Jones,New York,Rochester,2023-10,2023
